full_var_info,measure_type,retrieval_practice,change_direction,condition,prop,actual_net,actual_pair
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,a,pair_40
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,h,pair_502
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.26666666666666666,a,pair_40
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.14285714285714285,h,pair_502
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.2,a,pair_40
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.35714285714285715,h,pair_502
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,a,pair_41
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,h,pair_503
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.375,a,pair_41
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,h,pair_503
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.13333333333333333,a,pair_41
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.21428571428571427,h,pair_503
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.4,a,pair_41
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.21428571428571427,h,pair_503
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.125,a,pair_42
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,h,pair_504
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,a,pair_42
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,h,pair_504
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.26666666666666666,a,pair_42
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.07142857142857142,h,pair_504
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.13333333333333333,a,pair_42
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.42857142857142855,h,pair_504
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,a,pair_43
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,h,pair_505
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,a,pair_43
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,h,pair_505
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,a,pair_43
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.06666666666666667,h,pair_505
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.4666666666666667,a,pair_43
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.13333333333333333,h,pair_505
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,a,pair_44
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,h,pair_506
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,a,pair_44
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,h,pair_506
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.13333333333333333,a,pair_44
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.13333333333333333,h,pair_506
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.3333333333333333,a,pair_44
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.13333333333333333,h,pair_506
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,a,pair_45
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,h,pair_507
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.5,a,pair_45
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,h,pair_507
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.0625,a,pair_45
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.15384615384615385,h,pair_507
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.625,a,pair_45
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.38461538461538464,h,pair_507
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,a,pair_46
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.5,h,pair_508
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,a,pair_46
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,h,pair_508
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,a,pair_46
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.15384615384615385,h,pair_508
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.6666666666666666,a,pair_46
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.38461538461538464,h,pair_508
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,a,pair_47
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,h,pair_509
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.375,a,pair_47
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,h,pair_509
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,a,pair_47
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.15384615384615385,h,pair_509
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.4,a,pair_47
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.38461538461538464,h,pair_509
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,a,pair_48
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,h,pair_510
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,a,pair_48
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,h,pair_510
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.13333333333333333,a,pair_48
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.25,h,pair_510
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.4666666666666667,a,pair_48
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3125,h,pair_510
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.8571428571428571,a,pair_49
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,h,pair_511
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,a,pair_49
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,h,pair_511
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.06666666666666667,a,pair_49
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.08333333333333333,h,pair_511
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.4,a,pair_49
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.16666666666666666,h,pair_511
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,a,pair_50
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,h,pair_512
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,a,pair_50
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,h,pair_512
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.06666666666666667,a,pair_50
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.07142857142857142,h,pair_512
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5333333333333333,a,pair_50
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.42857142857142855,h,pair_512
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,a,pair_51
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,h,pair_513
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,a,pair_51
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,h,pair_513
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.06666666666666667,a,pair_51
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,h,pair_513
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5333333333333333,a,pair_51
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.35714285714285715,h,pair_513
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,a,pair_52
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,h,pair_514
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,a,pair_52
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,h,pair_514
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.26666666666666666,a,pair_52
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.16666666666666666,h,pair_514
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.3333333333333333,a,pair_52
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5833333333333334,h,pair_514
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.125,a,pair_53
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,h,pair_515
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,a,pair_53
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,h,pair_515
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.26666666666666666,a,pair_53
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,h,pair_515
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.4666666666666667,a,pair_53
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5714285714285714,h,pair_515
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,a,pair_54
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,h,pair_516
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,a,pair_54
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.5,h,pair_516
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.25,a,pair_54
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.07692307692307693,h,pair_516
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.375,a,pair_54
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.38461538461538464,h,pair_516
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,a,pair_55
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0,h,pair_517
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,a,pair_55
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,h,pair_517
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.35714285714285715,a,pair_55
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.1875,h,pair_517
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.14285714285714285,a,pair_55
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.4375,h,pair_517
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.7142857142857143,a,pair_56
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,h,pair_518
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,a,pair_56
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,h,pair_518
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.4666666666666667,a,pair_56
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3125,h,pair_518
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.26666666666666666,a,pair_56
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3125,h,pair_518
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.8571428571428571,a,pair_57
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,h,pair_519
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,a,pair_57
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,h,pair_519
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.21428571428571427,a,pair_57
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3125,h,pair_519
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.42857142857142855,a,pair_57
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.4375,h,pair_519
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,a,pair_58
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,h,pair_520
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,a,pair_58
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,h,pair_520
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.14285714285714285,a,pair_58
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.125,h,pair_520
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.2857142857142857,a,pair_58
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.375,h,pair_520
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.7142857142857143,a,pair_59
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.625,h,pair_521
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,a,pair_59
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,h,pair_521
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.14285714285714285,a,pair_59
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3125,h,pair_521
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.35714285714285715,a,pair_59
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3125,h,pair_521
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.14285714285714285,a,pair_60
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,h,pair_522
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,a,pair_60
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,h,pair_522
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.35714285714285715,a,pair_60
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.125,h,pair_522
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.14285714285714285,a,pair_60
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.25,h,pair_522
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.125,a,pair_61
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,h,pair_523
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.375,a,pair_61
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,h,pair_523
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.1875,a,pair_61
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3125,h,pair_523
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.25,a,pair_61
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3125,h,pair_523
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.125,a,pair_62
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,h,pair_524
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,a,pair_62
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,h,pair_524
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.1875,a,pair_62
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.375,h,pair_524
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.3125,a,pair_62
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3125,h,pair_524
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.125,a,pair_63
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,h,pair_525
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,a,pair_63
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,h,pair_525
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.125,a,pair_63
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.25,h,pair_525
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.375,a,pair_63
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.25,h,pair_525
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,a,pair_64
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,h,pair_526
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,a,pair_64
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,h,pair_526
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.125,a,pair_64
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.25,h,pair_526
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.3125,a,pair_64
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.25,h,pair_526
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,a,pair_65
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,h,pair_527
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,a,pair_65
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,h,pair_527
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.125,a,pair_65
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.25,h,pair_527
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.375,a,pair_65
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.1875,h,pair_527
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,a,pair_66
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0,h,pair_528
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,a,pair_66
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,h,pair_528
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.25,a,pair_66
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3125,h,pair_528
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.3125,a,pair_66
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.25,h,pair_528
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,b,pair_67
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,i,pair_529
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.5,b,pair_67
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,i,pair_529
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.125,b,pair_67
